row_0,CAZyme
Aq_sp_Aq107_00212,PF08264.14
Aq_sp_Aq107_00213,PF13715.7
Aq_sp_Aq107_00214,PF13463.7
Aq_sp_Aq107_00216,PF00795.23
Aq_sp_Aq107_00217,PF13205.7
Aq_sp_Aq107_00218,PF00156.28
Aq_sp_Aq107_00220,PF03129.21
Aq_sp_Aq107_00221,PF07705.12
Aq_sp_Aq107_00222,PF07705.12
Aq_sp_Aq107_00225,PF08695.11
Aq_sp_Aq107_00226,PF12770.8
Aq_sp_Aq107_00227,PF04480.13
Aq_sp_Aq107_00228,PF03372.24
Aq_sp_Aq107_00229,PF00691.21
Aq_sp_Aq107_00232,PF00248.22
Aq_sp_Aq107_00233,PF00004.30
Aq_sp_Aq107_00234,PF00756.21
Aq_sp_Aq107_00235,PF03706.14
Aq_sp_Aq107_00236,PF02261.17
Aq_sp_Aq107_00237,PF02569.16
Aq_sp_Aq107_00238,GT5
Aq_sp_Aq107_00239,PF14092.7
Aq_sp_Aq107_00240,PF13230.7
Aq_sp_Aq107_00241,PF13715.7
Aq_sp_Aq107_00242,PF13715.7
Aq_sp_Aq107_00243,PF13472.7
Aq_sp_Aq107_00244,PF04116.14
Aq_sp_Aq107_00245,PF00006.26
Aq_sp_Aq107_00246,PF02823.17
Aq_sp_Aq107_00247,PF04397.16
Aq_sp_Aq107_00248,PF00561.21
Aq_sp_Aq107_00250,PF00326.22
Aq_sp_Aq107_00251,PF00583.26
Aq_sp_Aq107_00252,PF00270.30
Aq_sp_Aq107_00253,PF00149.29
Aq_sp_Aq107_00254,PF11188.9
Aq_sp_Aq107_00255,PF11188.9
Aq_sp_Aq107_00256,PF00155.22
Aq_sp_Aq107_00257,PF13500.7
Aq_sp_Aq107_00258,PF00202.22
Aq_sp_Aq107_00260,PF08695.11
Aq_sp_Aq107_00262,PF06580.14
Aq_sp_Aq107_00263,PF04397.16
Aq_sp_Aq107_00264,PF00109.27
Aq_sp_Aq107_00265,PF06968.14
Aq_sp_Aq107_00266,PF13621.7
Aq_sp_Aq107_00267,PF12833.8
Aq_sp_Aq107_00268,PF03572.19
Aq_sp_Aq107_00269,PF02631.17
Aq_sp_Aq107_00270,PF10150.10
Aq_sp_Aq107_00271,PF00216.22
Aq_sp_Aq107_00272,PF00633.24
Aq_sp_Aq107_00273,PF00436.26
Aq_sp_Aq107_00274,PF00571.29
Aq_sp_Aq107_00276,PF00892.21
Aq_sp_Aq107_00277,PF05193.22
Aq_sp_Aq107_00278,PF00675.21
Aq_sp_Aq107_00279,PF13858.7
Aq_sp_Aq107_00280,PF14520.7
Aq_sp_Aq107_00281,PF01016.20
Aq_sp_Aq107_00283,PF00515.29
Aq_sp_Aq107_00284,PF13715.7
Aq_sp_Aq107_00285,PF02333.16
Aq_sp_Aq107_00286,PF02826.20
Aq_sp_Aq107_00287,PF01648.21
Aq_sp_Aq107_00289,PF04973.13
Aq_sp_Aq107_00290,PF13521.7
Aq_sp_Aq107_00291,PF14134.7
Aq_sp_Aq107_00292,PF00472.21
Aq_sp_Aq107_00294,PF00004.30
Aq_sp_Aq107_00295,PF02518.27
Aq_sp_Aq107_00296,PF07715.16
Aq_sp_Aq107_00297,PF02597.21
Aq_sp_Aq107_00298,PF13667.7
Aq_sp_Aq107_00299,PF02581.18
Aq_sp_Aq107_00300,PF08543.13
Aq_sp_Aq107_00301,PF02581.18
Aq_sp_Aq107_00302,PF00977.22
Aq_sp_Aq107_00303,PF06968.14
Aq_sp_Aq107_00304,PF00581.21
Aq_sp_Aq107_00306,PF01272.20
Aq_sp_Aq107_00307,PF11969.9
Aq_sp_Aq107_00308,PF03061.23
Aq_sp_Aq107_00309,PF02518.27
Aq_sp_Aq107_00310,PF01613.19
Aq_sp_Aq107_00311,PF11325.9
Aq_sp_Aq107_00312,PF03588.15
Aq_sp_Aq107_00313,PF00156.28
Aq_sp_Aq107_00314,PF10000.10
Aq_sp_Aq107_00315,PF03352.14
Aq_sp_Aq107_00316,PF14595.7
Aq_sp_Aq107_00318,PF16198.6
Aq_sp_Aq107_00319,PF02673.19
Aq_sp_Aq107_00320,PF11297.9
Aq_sp_Aq107_00322,PF01790.19
Aq_sp_Aq107_00323,PF18075.2
Aq_sp_Aq107_00324,PF02558.17
Aq_sp_Aq107_00325,PF08264.14
Aq_sp_Aq107_00326,PF02826.20
Aq_sp_Aq107_00327,PF04298.13
Aq_sp_Aq107_00328,PF01593.25
Aq_sp_Aq107_00329,PF13231.7
Aq_sp_Aq107_00330,PF01037.22
Aq_sp_Aq107_00331,PF16653.6
Aq_sp_Aq107_00332,PF04241.16
Aq_sp_Aq107_00333,PF01293.21
Aq_sp_Aq107_00334,PF02602.16
Aq_sp_Aq107_00335,PF14093.7
Aq_sp_Aq107_00336,GT2
Aq_sp_Aq107_00337,PF01979.21
Aq_sp_Aq107_00338,PF14129.7
Aq_sp_Aq107_00339,PF01073.20
Aq_sp_Aq107_00340,PF12770.8
Aq_sp_Aq107_00341,PF04542.15
Aq_sp_Aq107_00343,PF00579.26
Aq_sp_Aq107_00344,PF04945.14
Aq_sp_Aq107_00345,PF04443.13
Aq_sp_Aq107_00346,PF18962.1
Aq_sp_Aq107_00347,PF01554.19
Aq_sp_Aq107_00349,PF13715.7
Aq_sp_Aq107_00351,PF13715.7
Aq_sp_Aq107_00352,PF07661.14
Aq_sp_Aq107_00353,PF01384.21
Aq_sp_Aq107_00354,PF00072.25
Aq_sp_Aq107_00355,PF02518.27
Aq_sp_Aq107_00356,PF08241.13
Aq_sp_Aq107_00358,PF01035.21
Aq_sp_Aq107_00359,PF13505.7
Aq_sp_Aq107_00360,PF13614.7
Aq_sp_Aq107_00361,PF01106.18
Aq_sp_Aq107_00363,PF01757.23
Aq_sp_Aq107_00364,PF12833.8
Aq_sp_Aq107_00365,PF12850.8
Aq_sp_Aq107_00367,PF01266.25
Aq_sp_Aq107_00369,PF18417.2
Aq_sp_Aq107_00370,PF00264.21
Aq_sp_Aq107_00372,PF05982.13
Aq_sp_Aq107_00373,PF00126.28
Aq_sp_Aq107_00375,PF00474.18
Aq_sp_Aq107_00376,PF01510.26
Aq_sp_Aq107_00381,PF00515.29
Aq_sp_Aq107_00382,PF00561.21
Aq_sp_Aq107_00383,PF00072.25
Aq_sp_Aq107_00384,PF00691.21
Aq_sp_Aq107_00387,PF15648.7
Aq_sp_Aq107_00388,PF07687.15
Aq_sp_Aq107_00389,PF03965.17
Aq_sp_Aq107_00390,PF05569.12
Aq_sp_Aq107_00391,PF14362.7
Aq_sp_Aq107_00392,PF01266.25
Aq_sp_Aq107_00393,PF01678.20
Aq_sp_Aq107_00394,PF00171.23
Aq_sp_Aq107_00395,PF00701.23
Aq_sp_Aq107_00396,PF02311.20
Aq_sp_Aq107_00397,PF00488.22
Aq_sp_Aq107_00398,PF04237.14
Aq_sp_Aq107_00399,PF00583.26
Aq_sp_Aq107_00400,PF14014.7
Aq_sp_Aq107_00401,PF14079.7
Aq_sp_Aq107_00402,PF04199.14
Aq_sp_Aq107_00403,PF06969.17
Aq_sp_Aq107_00405,PF02075.18
Aq_sp_Aq107_00407,PF12895.8
Aq_sp_Aq107_00408,PF03965.17
Aq_sp_Aq107_00409,PF05569.12
Aq_sp_Aq107_00410,PF05569.12
Aq_sp_Aq107_00412,PF04306.14
Aq_sp_Aq107_00413,PF01882.19
Aq_sp_Aq107_00414,PF08534.11
Aq_sp_Aq107_00415,PF13435.7
Aq_sp_Aq107_00417,PF00515.29
Aq_sp_Aq107_00418,PF01289.20
Aq_sp_Aq107_00419,PF04542.15
Aq_sp_Aq107_00421,PF07733.13
Aq_sp_Aq107_00423,PF00886.20
Aq_sp_Aq107_00424,PF01782.19
Aq_sp_Aq107_00425,PF13649.7
Aq_sp_Aq107_00427,PF00441.25
Aq_sp_Aq107_00428,PF03009.18
Aq_sp_Aq107_00429,PF01266.25
Aq_sp_Aq107_00430,PF08002.12
Aq_sp_Aq107_00432,PF16295.6
Aq_sp_Aq107_00433,PF03073.16
Aq_sp_Aq107_00434,PF18376.2
Aq_sp_Aq107_00435,COG1577
Aq_sp_Aq107_00436,PF01040.19
Aq_sp_Aq107_00438,PF00795.23
Aq_sp_Aq107_00439,PF00849.23
Aq_sp_Aq107_00440,PF13672.7
Aq_sp_Aq107_00441,PF00561.21
Aq_sp_Aq107_00444,GT2
Aq_sp_Aq107_00445,GT2_Glycos_transf_2
Aq_sp_Aq107_00446,COG2849
Aq_sp_Aq107_00447,PF02518.27
Aq_sp_Aq107_00448,PF02518.27
Aq_sp_Aq107_00449,PF00037.28
Aq_sp_Aq107_00450,PF01266.25
Aq_sp_Aq107_00451,PF04784.15
Aq_sp_Aq107_00453,GH113
Aq_sp_Aq107_00455,PF07244.16
Aq_sp_Aq107_00456,COG4775
Aq_sp_Aq107_00457,PF00440.24
Aq_sp_Aq107_00458,PF07080.12
Aq_sp_Aq107_00459,PF00561.21
Aq_sp_Aq107_00460,PF02525.18
Aq_sp_Aq107_00461,PF02826.20
Aq_sp_Aq107_00462,PF12833.8
Aq_sp_Aq107_00463,PF04264.14
Aq_sp_Aq107_00466,PF12833.8
Aq_sp_Aq107_00467,GT2_Glycos_transf_2
Aq_sp_Aq107_00468,PF04784.15
Aq_sp_Aq107_00469,PF00724.21
Aq_sp_Aq107_00470,PF08241.13
Aq_sp_Aq107_00471,PF01048.21
Aq_sp_Aq107_00472,PF01983.17
Aq_sp_Aq107_00473,PF00581.21
Aq_sp_Aq107_00474,PF09837.10
Aq_sp_Aq107_00475,PF12345.9
Aq_sp_Aq107_00476,PF02627.21
Aq_sp_Aq107_00477,GH3
Aq_sp_Aq107_00478,GH3
Aq_sp_Aq107_00479,PF00196.20
Aq_sp_Aq107_00480,PF00356.22
Aq_sp_Aq107_00481,GH65
Aq_sp_Aq107_00482,PF00356.22
Aq_sp_Aq107_00483,GH13_31
Aq_sp_Aq107_00484,PF13715.7
Aq_sp_Aq107_00485,PF12771.8
Aq_sp_Aq107_00486,PF01839.24
Aq_sp_Aq107_00487,PF01839.24
Aq_sp_Aq107_00488,PF01839.24
Aq_sp_Aq107_00489,PF01569.22
Aq_sp_Aq107_00491,PF01569.22
Aq_sp_Aq107_00492,PF03309.15
Aq_sp_Aq107_00493,PF13505.7
Aq_sp_Aq107_00494,PF00515.29
Aq_sp_Aq107_00495,PF06835.14
Aq_sp_Aq107_00496,PF00571.29
Aq_sp_Aq107_00497,PF00639.22
Aq_sp_Aq107_00498,PF01073.20
Aq_sp_Aq107_00499,PF00474.18
Aq_sp_Aq107_00500,PF01266.25
Aq_sp_Aq107_00501,GH36
Aq_sp_Aq107_00502,PF01839.24
Aq_sp_Aq107_00503,PF14322.7
Aq_sp_Aq107_00504,PF13715.7
Aq_sp_Aq107_00505,PF00392.22
Aq_sp_Aq107_00506,PF01590.27
Aq_sp_Aq107_00507,PF00873.20
Aq_sp_Aq107_00508,PF02321.19
Aq_sp_Aq107_00509,PF11827.9
Aq_sp_Aq107_00510,PF00403.27
Aq_sp_Aq107_00511,PF03929.17
Aq_sp_Aq107_00512,PF00364.23
Aq_sp_Aq107_00513,PF01427.18
Aq_sp_Aq107_00515,PF01274.23
Aq_sp_Aq107_00516,PF12844.8
Aq_sp_Aq107_00518,PF00118.25
Aq_sp_Aq107_00519,PF00166.22
Aq_sp_Aq107_00520,PF03840.15
Aq_sp_Aq107_00522,PF04390.13
Aq_sp_Aq107_00523,PF07728.15
Aq_sp_Aq107_00524,PF04055.22
Aq_sp_Aq107_00526,PF01131.21
Aq_sp_Aq107_00527,PF00491.22
Aq_sp_Aq107_00528,PF03781.17
Aq_sp_Aq107_00530,PF12080.9
Aq_sp_Aq107_00532,PF01266.25
Aq_sp_Aq107_00533,PF13175.7
Aq_sp_Aq107_00534,PF13463.7
Aq_sp_Aq107_00535,PF13533.7
Aq_sp_Aq107_00536,PF00873.20
Aq_sp_Aq107_00537,PF02321.19
Aq_sp_Aq107_00538,PF00072.25
Aq_sp_Aq107_00539,PF07700.16
Aq_sp_Aq107_00540,PF02518.27
Aq_sp_Aq107_00541,PF08495.11
Aq_sp_Aq107_00542,PF02518.27
Aq_sp_Aq107_00543,PF08495.11
Aq_sp_Aq107_00544,PF02518.27
Aq_sp_Aq107_00546,PF04397.16
Aq_sp_Aq107_00547,PF13448.7
Aq_sp_Aq107_00548,PF00515.29
Aq_sp_Aq107_00549,PF01740.22
Aq_sp_Aq107_00551,PF01943.18
Aq_sp_Aq107_00552,PF00534.21
Aq_sp_Aq107_00553,GH5_42
Aq_sp_Aq107_00555,COG5617
Aq_sp_Aq107_00556,GT2_Glycos_transf_2
Aq_sp_Aq107_00557,PF07883.12
Aq_sp_Aq107_00558,PF00180.21
Aq_sp_Aq107_00559,PF00682.20
Aq_sp_Aq107_00560,PF00694.20
Aq_sp_Aq107_00561,PF00330.21
Aq_sp_Aq107_00565,PF14065.7
Aq_sp_Aq107_00567,PF04984.15
Aq_sp_Aq107_00568,PF06841.13
Aq_sp_Aq107_00569,PF06841.13
Aq_sp_Aq107_00570,PF06841.13
Aq_sp_Aq107_00572,PF04717.13
Aq_sp_Aq107_00573,PF04965.15
Aq_sp_Aq107_00575,PF04865.15
Aq_sp_Aq107_00576,COG4675
Aq_sp_Aq107_00577,COG4675
Aq_sp_Aq107_00580,PF00004.30
Aq_sp_Aq107_00581,PF13699.7
Aq_sp_Aq107_00584,PF13500.7
Aq_sp_Aq107_00585,PF00155.22
Aq_sp_Aq107_00586,PF03186.14
Aq_sp_Aq107_00587,PF13521.7
Aq_sp_Aq107_00588,PF01257.20
Aq_sp_Aq107_00589,PF00590.21
Aq_sp_Aq107_00590,PF06180.12
Aq_sp_Aq107_00591,PF00590.21
Aq_sp_Aq107_00592,PF02570.16
Aq_sp_Aq107_00593,PF00881.25
Aq_sp_Aq107_00594,COG2242
Aq_sp_Aq107_00595,PF01890.17
Aq_sp_Aq107_00596,PF02571.15
Aq_sp_Aq107_00597,PF01888.18
Aq_sp_Aq107_00599,PF07728.15
Aq_sp_Aq107_00600,PF13500.7
Aq_sp_Aq107_00601,PF01923.19
Aq_sp_Aq107_00602,PF02492.20
Aq_sp_Aq107_00603,PF02514.17
Aq_sp_Aq107_00604,PF12833.8
Aq_sp_Aq107_00606,PF03572.19
Aq_sp_Aq107_00608,PF14054.7
Aq_sp_Aq107_00609,PF13715.7
Aq_sp_Aq107_00610,PF16344.6
Aq_sp_Aq107_00611,PF04542.15
Aq_sp_Aq107_00612,PF00266.20
Aq_sp_Aq107_00613,PF13434.7
Aq_sp_Aq107_00614,PF07690.17
Aq_sp_Aq107_00615,PF13523.7
Aq_sp_Aq107_00616,PF13523.7
Aq_sp_Aq107_00617,PF07786.13
Aq_sp_Aq107_00618,PF12833.8
Aq_sp_Aq107_00619,PF13715.7
Aq_sp_Aq107_00620,PF14298.7
Aq_sp_Aq107_00621,PF03929.17
Aq_sp_Aq107_00622,PF00463.22
Aq_sp_Aq107_00623,PF00498.27
Aq_sp_Aq107_00624,PF13191.7
Aq_sp_Aq107_00626,PF02624.17
Aq_sp_Aq107_00627,COG1509
Aq_sp_Aq107_00629,PF04397.16
Aq_sp_Aq107_00630,PF06580.14
Aq_sp_Aq107_00632,PF00588.20
Aq_sp_Aq107_00634,PF01235.18
Aq_sp_Aq107_00635,PF13715.7
Aq_sp_Aq107_00636,PF00350.24
Aq_sp_Aq107_00637,PF18962.1
Aq_sp_Aq107_00638,COG3391
Aq_sp_Aq107_00639,PF00005.28
Aq_sp_Aq107_00640,PF12081.9
Aq_sp_Aq107_00641,PF00376.24
Aq_sp_Aq107_00642,PF09587.11
Aq_sp_Aq107_00643,PF01551.23
Aq_sp_Aq107_00644,PF02272.20
Aq_sp_Aq107_00645,PF08885.12
Aq_sp_Aq107_00646,PF00717.24
Aq_sp_Aq107_00647,PF13620.7
Aq_sp_Aq107_00648,PF05257.17
Aq_sp_Aq107_00649,PF05105.13
Aq_sp_Aq107_00650,PF00351.22
Aq_sp_Aq107_00651,PF18962.1
Aq_sp_Aq107_00652,PF03724.17
Aq_sp_Aq107_00653,PF17932.2
Aq_sp_Aq107_00654,PF00970.25
Aq_sp_Aq107_00655,PF05138.13
Aq_sp_Aq107_00656,PF06243.12
Aq_sp_Aq107_00657,PF05138.13
Aq_sp_Aq107_00658,PF01883.20
Aq_sp_Aq107_00659,COG3324
Aq_sp_Aq107_00660,PF00378.21
Aq_sp_Aq107_00661,PF00725.23
Aq_sp_Aq107_00662,PF03061.23
Aq_sp_Aq107_00664,PF02803.19
Aq_sp_Aq107_00665,PF00171.23
Aq_sp_Aq107_00666,PF00378.21
Aq_sp_Aq107_00667,PF00132.25
Aq_sp_Aq107_00668,PF00198.24
Aq_sp_Aq107_00669,PF01063.20
Aq_sp_Aq107_00670,PF00676.21
Aq_sp_Aq107_00671,PF13648.7
Aq_sp_Aq107_00672,PF13715.7
Aq_sp_Aq107_00673,PF13715.7
Aq_sp_Aq107_00674,PF16344.6
Aq_sp_Aq107_00675,PF04542.15
Aq_sp_Aq107_00676,PF12099.9
Aq_sp_Aq107_00677,PF01145.26
Aq_sp_Aq107_00680,PF01758.17
Aq_sp_Aq107_00683,PF09084.12
Aq_sp_Aq107_00684,PF00528.23
Aq_sp_Aq107_00685,PF00005.28
Aq_sp_Aq107_00686,PF00004.30
Aq_sp_Aq107_00687,PF13086.7
Aq_sp_Aq107_00688,PF10014.10
Aq_sp_Aq107_00691,PF13649.7
Aq_sp_Aq107_00692,PF18962.1
Aq_sp_Aq107_00693,PF03150.15
Aq_sp_Aq107_00696,PF04784.15
Aq_sp_Aq107_00697,PF16473.6
Aq_sp_Aq107_00699,PF13424.7
Aq_sp_Aq107_00700,PF00472.21
Aq_sp_Aq107_00701,PF01139.18
Aq_sp_Aq107_00703,COG1629
Aq_sp_Aq107_00704,PF09837.10
Aq_sp_Aq107_00707,PF01263.21
Aq_sp_Aq107_00709,PF00515.29
Aq_sp_Aq107_00710,PF01139.18
Aq_sp_Aq107_00711,GH18+CBM12+CBM20+CBM5
Aq_sp_Aq107_00713,PF04542.15
Aq_sp_Aq107_00714,PF00072.25
Aq_sp_Aq107_00715,PF00515.29
Aq_sp_Aq107_00716,PF13280.7
Aq_sp_Aq107_00717,PF00999.22
Aq_sp_Aq107_00718,PF00355.27
Aq_sp_Aq107_00719,PF11026.9
Aq_sp_Aq107_00721,PF01070.19
Aq_sp_Aq107_00722,PF00027.30
Aq_sp_Aq107_00723,PF00436.26
Aq_sp_Aq107_00725,PF07609.12
Aq_sp_Aq107_00727,PF00202.22
Aq_sp_Aq107_00728,PF13531.7
Aq_sp_Aq107_00730,PF00528.23
Aq_sp_Aq107_00731,PF13304.7
Aq_sp_Aq107_00732,PF11066.9
Aq_sp_Aq107_00733,PF14014.7
Aq_sp_Aq107_00734,PF13590.7
Aq_sp_Aq107_00735,PF00291.26
Aq_sp_Aq107_00736,GCBM50+GH73
Aq_sp_Aq107_00737,PF00155.22
Aq_sp_Aq107_00738,PF16313.6
Aq_sp_Aq107_00741,PF05360.15
Aq_sp_Aq107_00742,PF00515.29
Aq_sp_Aq107_00743,PF09925.10
Aq_sp_Aq107_00744,PF14345.7
Aq_sp_Aq107_00747,PF13585.7
Aq_sp_Aq107_00748,PF11751.9
Aq_sp_Aq107_00749,PF09423.11
Aq_sp_Aq107_00751,PF00152.21
Aq_sp_Aq107_00752,PF00515.29
Aq_sp_Aq107_00753,PF07676.13
Aq_sp_Aq107_00754,PF00085.21
Aq_sp_Aq107_00755,PF07610.12
Aq_sp_Aq107_00756,PF00196.20
Aq_sp_Aq107_00760,PF03099.20
Aq_sp_Aq107_00762,PF18962.1
Aq_sp_Aq107_00764,PF01351.19
Aq_sp_Aq107_00765,PF14121.7
Aq_sp_Aq107_00766,PF13715.7
Aq_sp_Aq107_00767,PF14322.7
Aq_sp_Aq107_00768,PF00801.21
Aq_sp_Aq107_00770,GH16
Aq_sp_Aq107_00771,PF01839.24
Aq_sp_Aq107_00772,PF07494.12
Aq_sp_Aq107_00773,PF04397.16
Aq_sp_Aq107_00775,PF07733.13
Aq_sp_Aq107_00776,PF00817.21
Aq_sp_Aq107_00777,COG4942
Aq_sp_Aq107_00779,PF02518.27
Aq_sp_Aq107_00780,PF02518.27
Aq_sp_Aq107_00781,PF04397.16
Aq_sp_Aq107_00784,PF12833.8
