index,Aq_sp_Aq107,Aq_sp_Aq135,Aq_sp_Aq349
COG0205,2,2,2
COG4757,3,1,2
COG3291,5,4,8
COG3256,0,1,2
COG1335,1,4,3
COG1942,0,2,1
COG1678,1,1,1
COG0776,2,2,2
COG0514,3,3,4
COG3911,2,2,2
COG2080,1,1,1
COG1529,1,1,1
COG1975,1,1,1
COG2068,1,1,1
COG0766,1,1,1
COG0542,3,3,2
COG0188,2,2,2
COG0270,1,2,0
COG1570,0,1,0
COG1020,12,8,2
COG3321,3,4,7
COG3208,1,1,0
COG3342,1,1,2
COG4680,0,1,0
COG5499,0,1,0
COG4186,0,2,0
COG3401,0,3,5
COG2963,0,2,0
COG2801,1,2,0
COG3469,0,1,2
COG0488,5,5,5
COG0665,3,2,4
COG1262,4,4,6
COG0010,3,2,3
COG0550,2,2,1
COG0621,3,3,3
COG2204,5,5,5
COG0234,1,1,1
COG0459,1,1,1
COG3800,1,1,1
COG2225,1,1,1
COG2224,1,1,1
COG2173,1,1,1
COG1956,1,1,1
COG1087,1,1,1
COG0760,3,3,3
COG3714,0,1,1
COG1253,3,3,3
COG1521,1,1,1
COG0044,2,2,2
COG1587,2,2,2
COG1866,1,1,1
COG2363,1,1,1
COG1748,1,2,1
COG2738,1,1,1
COG0686,2,2,2
COG4095,0,1,0
COG0495,1,1,1
COG1893,1,1,2
COG2177,1,1,1
COG0682,2,2,2
COG1968,1,1,1
COG0130,1,1,1
COG2818,1,2,1
COG0035,1,1,1
COG2360,1,1,1
COG1853,2,4,1
COG0537,1,2,1
COG0782,1,1,1
COG1060,1,1,1
COG2022,1,1,1
COG0352,2,3,2
COG0351,1,1,1
COG0422,1,1,1
COG1186,3,3,3
COG3172,1,1,1
COG3201,1,1,1
COG2091,2,2,2
COG0499,1,1,1
COG0211,1,1,1
COG0261,1,1,1
COG0697,7,7,9
COG0629,3,1,2
COG1194,1,1,1
COG1530,1,1,1
COG2137,1,1,1
COG0793,16,6,21
COG0502,1,1,1
COG0161,1,2,1
COG0132,1,1,1
COG1506,10,5,8
COG0355,1,1,1
COG0055,1,1,1
COG0449,1,1,1
COG0297,2,2,2
COG0414,1,1,1
COG0853,1,1,1
COG0392,2,2,2
COG1066,1,1,1
COG0667,2,1,2
COG0456,10,5,24
COG0534,4,7,5
COG0720,2,2,2
COG2908,3,4,4
COG3842,1,1,1
COG1505,2,1,1
COG0136,1,1,1
COG1970,1,1,1
COG0787,1,1,1
COG1435,1,1,1
COG0313,2,2,2
COG2128,5,6,4
COG0608,1,1,1
COG2175,0,3,1
COG1271,1,1,1
COG1294,1,1,1
COG2350,0,2,2
COG3525,0,2,3
COG2971,1,2,2
COG0363,1,2,3
COG0591,5,6,7
COG4299,0,1,2
COG1360,4,4,4
COG2860,1,1,1
COG1983,1,1,1
COG1695,3,1,2
COG2013,2,1,1
COG1721,4,2,4
COG0714,4,3,5
COG1300,1,1,1
COG1714,1,1,2
COG0652,3,3,3
COG0494,3,2,2
COG0204,4,4,4
COG1252,1,1,1
COG2032,1,1,1
COG1765,2,2,4
COG2982,0,1,1
COG1738,1,1,1
COG1428,2,2,2
COG0249,2,1,2
COG1053,1,2,1
COG4638,0,1,0
COG0518,0,1,1
COG2273,6,1,0
COG1404,9,7,8
COG1357,2,3,3
COG0778,5,6,4
COG2852,2,1,1
COG2932,2,1,2
COG4850,1,1,1
COG3808,1,1,1
COG0221,1,1,2
COG2086,1,1,1
COG2025,1,1,1
COG1259,1,1,1
COG1972,1,1,1
COG0207,1,1,1
COG0810,1,1,1
COG4301,1,1,1
COG2343,2,1,1
COG0031,3,5,3
COG0520,3,2,5
COG0262,1,1,2
COG3001,1,1,1
COG0331,1,1,2
COG2949,0,1,0
COG1171,2,2,5
COG1228,11,5,12
COG1352,0,1,0
COG0553,1,1,1
COG0399,4,6,5
COG1519,1,1,1
COG5587,3,2,3
COG3439,1,2,2
COG3503,1,1,2
COG0192,1,1,1
COG2873,1,1,1
COG2021,1,1,1
COG0527,4,4,4
COG0626,4,5,5
COG3205,1,2,1
COG0175,2,3,2
COG1943,0,1,0
COG2804,1,1,1
COG1450,1,1,1
COG1459,1,1,1
COG3274,0,1,0
COG1100,1,1,1
COG0158,1,1,1
COG3176,1,1,1
COG0394,2,2,2
COG1247,2,2,3
COG0640,2,5,5
COG2314,1,1,1
COG3152,1,1,0
COG0346,7,4,4
COG2909,0,1,1
COG4339,1,1,1
COG0111,4,3,2
COG0500,0,1,1
COG2239,1,1,1
COG0030,1,1,1
COG5010,2,1,3
COG0172,1,1,1
COG0196,1,1,1
COG0193,1,1,1
COG1825,1,1,1
COG0462,2,2,2
COG4823,0,1,0
COG3505,0,1,0
COG1484,0,1,0
COG0515,0,1,0
COG2259,3,2,1
COG1182,1,2,2
COG0076,3,5,5
COG1917,2,1,4
COG0735,3,3,4
COG2131,1,1,1
COG2095,1,2,1
COG0208,1,2,1
COG0209,1,2,1
COG0232,1,1,1
COG3193,1,2,2
COG0580,1,2,2
COG1154,1,1,1
COG0590,1,1,1
COG2905,1,1,0
COG0847,3,2,1
COG1278,4,3,6
COG0038,1,1,1
COG0173,1,1,1
COG3920,0,1,1
COG3600,0,1,0
COG3177,0,2,0
COG1858,5,5,6
COG1114,1,1,1
COG0611,1,1,1
COG5276,3,1,2
COG0316,1,1,1
COG0719,2,2,2
COG0396,1,1,1
COG2166,1,1,1
COG2764,3,1,2
COG0006,1,1,3
COG4753,1,4,4
COG0469,1,1,1
COG0571,1,1,1
COG0299,1,1,1
COG3341,1,1,1
COG0524,4,2,1
COG0034,1,1,1
COG0605,1,2,2
COG1074,1,1,1
COG3857,1,1,1
COG1207,1,1,0
COG0432,1,1,1
COG0561,2,4,2
COG1234,2,2,1
COG0481,1,1,1
COG0042,1,1,1
COG4591,4,2,5
COG0858,1,1,1
COG0307,1,1,1
COG1995,1,1,1
COG1399,1,1,1
COG0511,1,1,1
COG0439,0,1,1
COG0744,1,1,1
COG0587,2,1,2
COG0389,2,2,2
COG2103,1,1,1
COG1878,1,1,1
COG1607,4,3,4
COG1322,1,1,1
COG1120,1,1,1
COG1277,3,7,8
COG1359,1,1,2
COG1912,1,1,1
COG1702,1,1,1
COG0152,1,2,1
COG4447,5,5,7
COG1801,1,1,1
COG0513,7,5,5
COG2234,9,7,10
COG2120,2,2,2
COG0450,1,2,3
COG0526,11,12,8
COG2077,1,1,1
COG0818,1,1,1
COG1674,1,1,1
COG0795,2,2,2
COG0108,1,1,1
COG2838,1,1,1
COG0335,1,1,1
COG3712,8,9,13
COG0471,1,2,1
COG0336,1,1,1
COG0057,4,3,3
COG0265,1,2,3
COG0253,1,1,1
COG1559,1,1,1
COG0593,1,1,1
COG1739,1,1,1
COG1011,3,4,3
COG0117,1,1,1
COG2890,2,2,2
COG1611,3,2,2
COG0272,1,1,1
COG0329,2,1,4
COG1729,2,2,1
COG0452,1,1,1
COG0497,1,1,1
COG0623,1,1,1
COG1215,4,4,4
COG4856,0,1,0
COG0237,1,1,1
COG0745,7,4,8
COG0324,1,1,1
COG1226,1,1,0
COG2176,1,1,1
COG0325,1,2,1
COG4198,1,1,1
COG0673,5,8,7
COG2518,1,1,1
COG0691,1,1,1
COG0406,2,2,2
COG1200,1,1,1
COG0308,5,5,10
COG4667,2,1,1
COG1473,2,1,3
COG1416,0,1,1
COG0210,1,1,1
COG0009,2,2,2
COG5285,1,1,1
COG2162,0,1,1
COG2720,0,1,0
COG1733,2,5,7
COG0388,2,2,2
COG1881,1,1,1
COG3448,0,1,0
COG1017,1,1,0
COG1794,2,1,2
COG2226,9,8,15
COG2820,1,1,1
COG0023,1,1,1
COG3491,1,1,1
COG0677,1,1,1
COG1045,2,4,5
COG1696,4,5,7
COG0367,1,2,1
COG3420,0,1,1
COG2148,5,3,4
COG0110,1,1,3
COG1086,1,1,2
COG1596,1,2,1
COG0489,2,1,2
COG4464,1,1,1
COG0466,1,1,1
COG0040,1,2,1
COG0141,1,1,1
COG0079,3,2,5
COG0131,1,1,1
COG0118,1,1,2
COG0106,1,1,1
COG0107,1,1,2
COG0139,1,1,0
COG0539,1,1,1
COG3564,1,1,1
COG2065,2,2,2
COG0540,1,1,1
COG4232,3,3,1
COG0259,4,1,2
COG2062,1,1,2
COG0855,2,1,1
COG0248,1,1,1
COG0019,1,2,1
COG2346,2,1,2
COG0179,2,5,4
COG0112,1,1,2
COG0597,2,2,2
COG1249,2,3,2
COG1132,6,4,4
COG1988,2,2,2
COG1432,1,1,1
COG0431,2,1,2
COG0147,2,2,2
COG0037,1,1,1
COG2936,3,2,1
COG4805,2,1,4
COG1649,0,1,2
COG2274,1,2,4
COG0366,10,4,5
COG1609,4,3,3
COG2211,1,1,1
COG0637,1,1,1
COG1554,2,1,1
COG5642,1,1,1
COG5654,1,1,1
COG3590,1,1,1
COG0606,1,1,1
COG1914,1,1,2
COG1540,1,1,1
COG2049,1,1,1
COG1984,1,1,1
COG0129,1,1,1
COG0028,2,1,2
COG0440,1,1,1
COG0059,1,1,1
COG0137,1,1,1
COG0002,1,1,1
COG0345,1,1,1
COG4992,3,3,3
COG0014,1,1,0
COG0263,1,1,0
COG0078,1,1,1
COG0548,1,1,1
COG0624,3,2,4
COG0165,1,1,1
COG4799,2,2,2
COG4770,3,2,2
COG3437,2,1,2
COG2201,1,1,0
COG1301,1,2,1
COG0400,2,3,3
COG3602,1,1,1
COG1049,1,1,0
COG3485,1,1,2
COG1280,4,4,8
COG3668,0,2,0
COG3609,0,2,0
COG3666,0,1,0
COG3547,1,1,0
COG3320,0,2,0
COG0250,2,2,2
COG1816,1,1,1
COG1957,0,1,1
COG4221,2,2,1
COG0125,0,1,0
COG0369,1,1,1
COG4278,0,1,1
COG4264,2,2,2
COG3486,1,1,1
COG0716,0,1,2
COG5266,0,1,1
COG4693,0,1,0
COG3206,0,1,1
COG1817,0,1,1
COG2348,0,1,1
COG0189,1,3,2
COG2335,6,1,2
COG0791,3,3,2
COG3975,3,3,3
COG1051,2,3,2
COG0516,1,2,1
COG1492,1,1,1
COG1270,1,1,1
COG3411,1,1,1
COG2138,1,1,1
COG0790,0,2,0
COG4538,2,1,2
COG3832,3,2,3
COG1429,1,1,1
COG1797,1,1,1
COG1239,2,2,2
COG2827,1,1,3
COG2755,4,1,3
COG1038,1,1,1
COG4663,1,1,1
COG4664,1,1,1
COG4665,1,1,1
COG3022,1,1,1
COG0564,2,2,2
COG2815,1,1,1
COG1181,1,1,1
COG0669,1,1,1
COG3708,1,1,2
COG0659,4,5,7
COG3858,1,1,1
COG1652,1,2,2
COG0461,1,1,1
COG0340,1,1,1
COG0799,1,1,1
COG0465,1,1,1
COG1556,0,1,0
COG0575,1,1,1
COG0688,1,1,1
COG0525,1,1,1
COG0812,1,1,1
COG0320,1,1,1
COG1663,1,1,1
COG0327,1,1,1
COG1579,1,1,1
COG0268,1,1,1
COG0442,1,1,1
COG0302,4,2,3
COG0215,1,1,1
COG0216,1,1,1
COG3104,2,4,3
COG0225,3,3,2
COG0150,1,1,1
COG1462,1,1,1
COG3968,1,1,1
COG0174,1,1,1
COG0530,1,1,1
COG0503,1,1,1
COG2825,5,4,4
COG1197,1,1,1
COG0792,1,1,1
COG1619,1,1,1
COG5267,3,1,1
COG4102,3,1,1
COG0143,1,1,1
COG0123,1,1,1
COG0517,1,1,2
COG0479,1,1,1
COG2954,1,1,1
COG4953,1,1,1
COG0737,2,2,2
COG2329,0,1,1
COG2373,2,2,2
COG1446,0,1,2
COG4916,1,1,1
COG1418,2,2,2
COG0484,2,2,4
COG0370,1,1,1
COG0750,1,1,1
COG2367,1,1,2
COG4977,1,2,3
COG0823,1,1,7
COG0506,0,1,1
COG0693,4,3,3
COG0628,1,1,1
COG5429,1,1,1
COG0592,1,1,1
COG0609,1,1,1
COG0614,2,2,2
COG0368,1,1,1
COG2038,1,1,1
COG2087,1,1,1
COG0015,1,1,1
COG0846,1,1,1
COG3119,0,2,1
COG1960,7,5,5
COG3755,0,1,1
COG0523,3,3,3
COG0657,2,2,2
COG3483,1,2,2
COG3228,1,1,1
COG0670,1,1,1
COG0036,1,1,1
COG0568,1,1,1
COG1770,3,5,2
COG2312,0,1,1
COG0113,1,1,1
COG4654,1,1,1
COG2318,1,1,2
COG2262,1,1,1
COG0417,0,1,1
COG0429,1,1,1
COG1393,2,2,2
COG0334,3,3,3
COG1381,1,1,1
COG0546,1,2,3
COG1118,1,1,1
COG4149,1,1,1
COG3585,0,1,1
COG0725,1,1,1
COG3324,4,2,5
COG3508,1,2,2
COG4147,1,2,1
COG0153,1,2,3
COG1209,2,3,4
COG0661,1,1,0
COG3476,1,1,1
COG0531,0,1,0
COG5441,0,1,0
COG3232,0,2,2
COG2368,0,1,0
COG3836,1,1,1
COG3971,0,1,2
COG3207,0,1,1
COG0654,1,2,6
COG4922,2,2,2
COG2855,0,2,1
COG3967,0,1,0
COG1472,7,4,5
COG2377,1,1,1
COG0572,1,1,1
COG1884,3,3,3
COG1192,1,1,1
COG1475,1,1,1
COG0289,1,1,2
COG0681,1,1,1
COG0317,1,2,1
COG1515,0,1,0
COG3568,1,1,2
COG0705,4,4,4
COG0323,1,1,1
COG0054,1,1,1
COG1195,1,1,1
COG0105,1,1,1
COG0618,1,1,1
COG1047,0,1,1
COG3393,0,1,0
COG0402,0,1,1
COG3741,0,1,1
COG3758,0,1,1
COG2987,1,1,1
COG0415,3,1,1
COG4276,1,1,2
COG0815,1,2,2
COG1193,1,1,1
COG0692,1,1,1
COG0715,2,1,1
COG1216,3,1,1
COG1466,1,1,1
COG0114,1,1,1
COG2319,1,1,0
COG2008,1,1,2
COG3422,1,3,1
COG0718,1,1,1
COG4485,1,1,1
COG1225,7,4,5
COG0178,2,2,2
COG0177,1,1,1
COG2143,2,4,2
COG1235,2,2,2
COG4222,4,1,2
COG1501,2,2,2
COG4430,3,1,2
COG2509,1,1,1
COG0251,4,4,7
COG1452,1,1,1
COG0860,2,1,1
COG1463,1,1,2
COG0247,2,2,2
COG4989,1,1,1
COG0742,1,1,1
COG0507,1,1,1
COG1212,1,1,1
COG0217,1,1,1
COG2154,1,1,1
COG0424,1,1,1
COG1576,1,1,1
COG0157,1,1,1
COG1295,1,1,1
COG4731,1,1,1
COG1198,1,1,1
COG0360,1,1,1
COG0238,1,1,1
COG0359,1,1,1
COG0124,1,1,1
COG3211,1,1,0
COG5403,1,1,1
COG1932,1,1,1
COG1575,1,1,1
COG2220,5,2,4
COG4948,1,1,1
COG1266,2,1,1
COG2304,3,2,1
COG1187,3,2,3
COG0730,4,2,4
COG3550,1,1,1
COG0802,1,1,1
COG1078,1,1,1
COG1044,3,2,2
COG0774,1,1,1
COG1043,1,1,1
COG0231,1,1,1
COG0074,1,1,1
COG0612,6,2,4
COG0330,4,3,3
COG1764,1,1,1
COG1077,2,2,2
COG0283,1,1,1
COG0101,2,2,2
COG2258,1,1,2
COG2017,2,1,2
COG2524,0,1,1
COG1480,1,1,1
COG0012,1,1,1
COG0025,2,2,3
COG0594,1,1,1
COG1230,0,1,2
COG0698,1,1,1
COG0557,1,1,1
COG1539,1,1,1
COG0008,2,2,2
COG0319,1,1,1
COG0445,1,1,1
COG2227,5,2,9
COG0138,1,1,1
COG1792,1,1,1
COG1864,2,1,1
COG1651,0,1,0
COG1173,1,1,1
COG0496,1,1,1
COG0763,1,1,1
COG0658,1,1,1
COG1257,1,1,1
COG1577,1,1,2
COG0567,1,1,1
COG0841,3,1,3
COG0740,2,2,2
COG1876,1,1,1
COG0696,1,1,1
COG0024,1,1,1
COG1477,1,2,2
COG2871,1,1,1
COG2209,1,1,1
COG1347,1,1,1
COG2869,1,1,1
COG1805,1,1,1
COG1726,1,1,1
COG2967,1,1,1
COG0357,1,1,1
COG3239,3,1,2
COG0168,1,1,1
COG0569,2,2,2
COG4775,5,2,3
COG0191,1,1,1
COG0777,1,1,1
COG0184,1,1,1
COG1185,1,1,1
COG0556,1,1,1
COG0655,1,1,2
COG0071,1,1,2
COG4807,1,1,1
COG3542,1,1,1
COG0045,1,1,1
COG2802,1,1,1
COG1388,2,2,1
COG0519,1,1,1
COG3871,0,1,0
COG4365,1,1,1
COG0339,1,2,3
COG1476,1,1,1
COG2812,2,2,2
COG0126,1,1,1
COG2183,1,1,1
COG1826,2,2,1
COG1482,2,1,1
COG1088,1,1,1
COG1898,1,2,1
COG1091,1,1,1
COG0279,0,1,0
COG0337,1,2,1
COG2731,1,1,0
COG1083,2,1,1
COG1208,1,3,2
COG1922,0,1,0
COG1004,1,1,1
COG3307,1,1,1
COG0151,1,1,1
COG0859,2,2,2
COG0473,2,1,1
COG0066,2,1,1
COG0065,2,1,1
COG0119,3,2,2
COG0413,1,1,1
COG1760,1,1,1
COG0443,1,1,1
COG0405,2,1,2
COG3124,1,1,1
COG3386,2,1,4
COG1109,2,2,2
COG1560,2,3,3
COG0457,2,2,6
COG2035,2,2,2
COG0169,1,1,1
COG3956,1,1,1
COG2070,1,1,1
COG0482,1,1,1
COG0706,1,1,1
COG0504,1,1,1
COG0242,1,1,1
COG0816,1,1,1
COG2171,1,1,1
COG0617,1,1,1
COG1612,1,1,1
COG3410,0,1,0
COG5500,1,1,0
COG2910,0,1,0
COG2249,1,1,0
COG1042,0,1,0
COG1959,1,2,3
COG0379,0,1,1
COG0029,0,1,1
COG5009,3,3,2
COG0755,2,2,1
COG3303,0,1,0
COG3005,0,1,0
COG2846,0,1,1
COG5557,1,1,1
COG3043,0,1,1
COG0243,2,1,1
COG2326,1,3,3
COG2515,1,1,2
COG0607,4,3,6
COG0187,2,2,2
COG0501,2,2,1
COG2824,1,1,1
COG3000,3,5,11
COG0861,2,1,1
COG1709,0,1,1
COG2352,1,1,1
COG1169,1,1,1
COG1165,1,1,1
COG2996,1,1,1
COG1528,1,2,2
COG0447,1,1,1
COG3349,0,1,1
COG5640,1,1,0
COG1902,1,1,3
COG2972,1,1,2
COG2333,0,1,1
COG2814,4,2,5
COG2353,4,3,4
COG1082,2,1,1
COG3424,1,1,1
COG2270,1,1,1
COG0296,2,1,1
COG0448,1,1,1
COG4335,1,2,2
COG2378,2,1,3
COG0446,1,1,1
COG3576,1,1,1
COG3467,1,1,1
COG1167,1,2,2
COG2510,1,1,0
COG2829,1,1,1
COG3781,4,2,1
COG1488,1,1,1
COG1859,1,1,1
COG2110,3,1,1
COG4295,1,1,0
COG3236,1,1,0
COG5018,1,1,1
COG1690,2,1,1
COG3129,1,1,1
COG1061,2,2,2
COG2608,2,1,0
COG3696,1,2,2
COG3963,0,1,1
COG0662,3,2,5
COG1092,1,1,1
COG0229,2,2,2
COG0757,1,1,1
COG3637,1,1,0
COG0063,1,1,1
COG0083,1,1,1
COG0498,1,1,2
COG0404,1,1,2
COG3011,2,1,1
COG0082,1,1,1
COG0277,2,2,3
COG4445,1,1,2
COG2356,3,1,1
COG0282,1,1,1
COG0280,1,1,1
COG2311,1,1,2
COG0072,1,1,1
COG1219,1,1,1
COG0544,1,1,1
COG1950,1,1,1
COG2067,3,2,2
COG0854,1,1,1
COG0061,1,1,1
COG0020,1,1,1
COG0796,1,1,1
COG0276,1,1,1
COG0373,1,1,1
COG0181,1,1,1
COG0407,1,1,1
COG2981,1,1,1
COG0408,1,1,1
COG5000,1,2,2
COG3757,0,1,1
COG1363,1,1,1
COG0365,1,1,1
COG4327,1,1,0
COG3677,1,1,1
COG1443,2,2,2
COG0783,1,1,1
COG2831,1,1,1
COG2267,3,2,2
COG2114,2,1,3
COG2161,0,1,0
COG4115,0,1,0
COG3179,1,1,0
COG2856,0,1,0
COG0441,1,1,1
COG0290,1,1,1
COG0292,1,1,1
COG0104,1,1,1
COG2195,2,2,2
COG0305,1,1,1
COG0825,1,1,1
COG0343,1,1,1
COG3959,1,1,1
COG3958,1,1,1
COG0545,1,1,1
COG1188,1,1,1
COG0703,1,1,1
COG1562,2,1,1
COG1048,1,1,1
COG0671,2,2,0
COG5373,1,1,1
COG4772,1,1,1
COG0167,1,1,1
COG1862,1,1,1
COG0781,1,1,1
COG0794,1,1,1
COG0805,1,1,1
COG0599,3,1,2
COG1137,1,1,1
COG1183,1,1,1
COG2202,1,1,1
COG1832,1,1,1
COG0326,1,1,1
COG5505,1,1,1
COG4108,1,1,1
COG0086,1,1,1
COG0085,1,1,1
COG0222,1,1,1
COG0244,1,1,1
COG0081,1,1,1
COG0080,1,1,1
COG0050,1,1,2
COG1555,0,1,1
COG3876,1,1,1
COG4260,2,2,2
COG0727,1,1,1
COG1574,1,1,2
COG2884,1,1,1
COG0073,0,1,1
COG1217,1,1,1
COG2877,1,1,1
COG4330,1,1,1
COG4452,1,1,1
COG1430,1,1,1
COG0342,1,2,1
COG0039,1,1,1
COG0602,1,1,1
COG0433,1,1,2
COG3844,1,1,1
COG1414,0,1,1
COG4122,1,1,1
COG3340,1,1,1
COG2066,1,1,1
COG0176,1,1,1
COG0300,3,2,1
COG3823,1,1,1
COG2895,1,1,1
COG3063,1,1,2
COG3067,1,1,1
COG0285,1,1,1
COG0770,1,1,1
COG0295,1,1,1
COG1071,1,1,1
COG0836,1,1,1
COG1808,1,1,1
COG0627,1,1,0
COG1127,1,1,2
COG0767,1,1,2
COG1524,1,1,3
COG1003,1,1,2
COG1090,2,2,2
COG1510,1,1,1
COG0041,1,1,1
COG0026,1,1,1
COG0536,1,1,1
COG2256,1,1,1
COG0048,1,1,1
COG0049,1,1,1
COG0480,1,1,1
COG0051,1,1,1
COG0087,1,1,1
COG0088,1,1,1
COG0089,1,1,1
COG0090,1,1,1
COG0185,1,1,1
COG0091,1,1,1
COG0092,1,1,1
COG0197,1,1,1
COG0255,1,1,1
COG0093,1,1,1
COG0198,1,1,1
COG0094,1,1,1
COG0199,1,1,1
COG0096,1,1,1
COG0097,1,1,1
COG0256,1,1,1
COG0098,1,1,1
COG0200,1,1,1
COG0201,1,1,1
COG0361,1,1,1
COG0099,1,1,1
COG0100,1,1,1
COG0522,1,1,1
COG0202,1,1,1
COG0203,1,1,1
COG0505,1,1,1
COG0148,1,1,1
COG0372,1,1,1
COG4874,1,1,1
COG0702,3,1,3
COG0018,1,1,1
COG0541,1,1,1
COG0190,1,1,1
COG1158,1,1,1
COG0622,1,1,2
COG1624,1,1,1
COG0294,1,1,1
COG0601,1,1,1
COG0149,1,1,1
COG2264,1,1,1
COG2127,1,1,1
COG3222,3,1,1
COG2096,2,2,2
COG2243,1,1,1
COG1010,1,1,1
COG2242,1,1,0
COG2875,1,1,1
COG2099,1,1,1
COG1903,1,1,1
COG0219,0,1,1
COG3344,1,1,0
COG3464,0,1,0
COG3663,1,1,1
COG2423,0,1,3
COG3738,1,1,1
COG0159,1,1,1
COG0133,1,1,1
COG0135,1,1,1
COG0134,1,1,1
COG2320,1,1,1
COG0547,1,1,1
COG0512,1,1,1
COG1940,0,2,3
COG3537,0,2,6
COG0738,0,1,3
COG0826,0,1,1
COG0284,1,1,1
COG0788,1,1,1
COG3358,1,1,1
COG0239,1,1,1
COG4978,0,1,1
COG4696,1,1,1
COG4121,1,1,1
COG0576,1,1,1
COG4152,1,1,1
COG1668,1,1,1
COG3264,1,1,1
COG1292,0,1,0
